airport,airport_name,city,state,lat,long,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,1172,408,76.33,59.89,129.2,0.37,142.21,22,16
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3522,1436,219.15,18.94,770.88,0.66,426.37,109,9
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,122,33,4.73,0,24.41,0,3.86,2,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,112,16,12.57,0.5,1,0,1.93,0,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,728,255,28.06,5.68,198.29,0,22.98,11,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2552,945,105.6,38.79,462.69,0.9,337.02,84,11
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,1857,504,101.11,7.65,287.22,0,108.02,10,4
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,1035,393,30.93,61.75,187.93,0.75,111.64,27,6
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2764,662,118.05,8.35,406.52,0.61,128.46,25,6
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,656,252,38.25,5.25,192.54,0,15.96,7,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,450,176,29.82,5.59,120.54,0,20.05,12,3
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2159,699,87.49,21.73,508.49,0,81.3,4,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3142,1277,152.88,46.33,786.88,0,290.91,81,6
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3158,777,147.84,11.84,462.2,2.03,153.09,38,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,757,249,30.22,1,193.57,0,24.21,5,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,499,169,26.12,2.91,109.67,0,30.3,14,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2673,887,136.33,16.52,616.35,1,116.81,7,3
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,137,37,7.4,0,19.11,0,10.49,0,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,124,37,35.81,0,0,1.19,0,0,2
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,805,253,42.16,3.74,168.58,0.28,38.24,16,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2862,1089,88.79,56.57,560.29,0,383.35,27,3
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2212,591,134.2,7.32,343.51,0,105.97,23,6
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,1200,448,43.87,10.97,255.73,1.96,135.47,26,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3648,1279,181.92,41.14,709.84,0.47,345.62,58,7
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3068,820,177.21,11.86,436.59,1.52,192.82,11,8
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,735,220,26.2,1.65,154.8,1.8,35.54,10,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,475,131,34.23,0.79,64.53,0.56,30.89,0,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2703,914,169.04,40.79,559.34,0.98,143.85,43,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,149,53,10.08,0,33.32,0,9.6,0,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,120,29,27.24,0,0,0,1.76,0,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,780,209,34.87,2.4,134.58,0,37.15,10,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2550,786,86.39,31.74,370.2,0.17,297.5,19,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2172,572,115.68,7.92,342.84,0,105.56,2,2
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,1169,353,47.46,11.01,153.14,1.73,139.67,20,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3515,1213,190.08,18.6,610.6,0,393.73,62,2
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3257,968,163.28,12.69,572.78,1.51,217.75,14,9
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,794,298,29.77,2.93,247.82,0,17.48,20,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,476,204,53.84,1.72,100.22,0,48.21,2,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2743,1065,150.01,9.34,743.48,2.25,159.92,2,6
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,186,94,12.04,1.79,71.24,0,8.92,1,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,132,45,41.38,0,0.42,0.36,2.84,0,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,813,327,31.68,2.93,240.71,1.33,50.35,56,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2529,1087,67.23,50.34,580.62,1,387.82,9,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2350,712,106.73,11.35,477.43,0,116.49,3,2
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,1215,590,86.13,4.18,328.42,1.87,169.4,21,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3671,1711,234.32,50.63,1030.82,0.76,394.46,83,9
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3512,835,227.97,35.36,330.43,3.1,238.14,29,5
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,814,117,26.92,0,55.42,0,34.65,3,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,471,181,52.72,3.55,71.73,0.79,52.22,3,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2873,463,142.18,15.05,212.14,0,93.63,1,6
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,191,70,23.08,4.32,24.93,0,17.67,0,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,162,58,54.75,0,0.24,0,3.01,0,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,794,210,41.68,4.71,102.85,0,60.75,25,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2491,436,62.69,10.41,158.49,1.91,202.5,7,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2425,443,113.36,19.73,165.02,0,144.89,7,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,1224,363,130.35,1.85,96.67,1.27,132.87,11,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3598,1147,266.89,10.41,388.33,2.47,478.9,59,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,204,59,12.15,3.54,19.97,0,23.34,1,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,170,30,23.16,0,0,2,4.84,1,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,825,150,15.53,3.21,112.09,0,19.17,18,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2640,378,69.58,9.73,127.72,1.02,169.96,4,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3650,811,228.67,34.59,264.55,2.68,280.51,36,5
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,842,92,30.23,0,41.33,0,20.44,2,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,513,155,43.45,5.36,51.73,0,54.46,2,2
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2940,403,136.85,19.45,149.18,0.88,96.62,0,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2495,402,118.03,29.72,114.24,0,140.01,7,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,1253,250,85.54,9.32,79.18,1.91,74.05,3,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3635,956,242.39,21.34,246.15,1.79,444.32,46,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3566,761,211.92,23.71,299.45,3.16,222.76,27,2
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,792,131,28.91,0,71.7,0,30.38,2,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,513,184,64.22,2.79,81.86,0,35.13,4,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2997,507,152.05,13.28,234.65,1.25,105.77,2,4
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,195,53,14.78,1,22.8,0,14.41,1,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,165,24,20.21,0,0,0,3.79,0,2
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,837,177,26.01,1.26,111.33,0.52,37.88,31,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2777,575,88.63,16.62,201.76,0.4,267.59,22,4
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2571,478,130.01,28.72,155.13,0,164.14,62,2
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,1264,343,84.46,5.35,131.5,1.13,120.55,7,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3710,1438,324.78,24.44,499.9,0,588.88,109,2
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3038,277,111.26,11.62,99.22,2,52.91,57,3
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,667,64,24.78,0,26.46,0,12.75,1,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,477,80,29.99,1.86,23.83,0,24.32,11,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2639,256,86.3,8.24,120.84,0,40.63,14,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,196,23,4.77,0.23,9.26,0,8.74,3,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,153,30,25.49,0,0,0.81,3.7,2,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,785,102,39.86,0.63,27.26,0,34.25,25,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2616,345,47.1,3.93,135.41,0,158.56,3,4
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2193,233,74.89,7.1,82.53,0,68.48,30,2
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,1242,187,35.44,5.1,77.13,1,68.32,12,3
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3444,674,162.66,10.57,220,0,280.78,76,3
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3168,355,126.69,6.94,98.54,3.59,119.24,2,7
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,657,69,29.35,0.8,28.25,0,10.6,1,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,511,73,20.14,0,19.89,0,32.97,1,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2740,288,106.52,5.06,105.54,2,68.87,1,7
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2312,321,76.14,10.92,147.57,0,86.37,2,6
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,1302,256,66.21,4.69,92.35,0,92.75,21,2
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3645,827,206.8,2.61,289.71,4.23,323.64,59,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,162,40,10.1,0,13.1,0,16.8,0,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,155,24,22.66,1,0,0,0.34,0,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,802,101,20.12,1.37,49.19,0.87,29.45,3,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2944,463,84.49,8.52,197.06,0,172.93,25,5
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2937,316,116.63,2.12,111.51,3.12,82.62,2,10
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,625,92,22.63,2.12,53.33,1.31,12.61,1,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,516,55,13.1,0,36.86,1,4.04,0,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2591,295,80.44,9.17,161.91,0,43.48,0,3
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,120,28,10.02,0.21,5.91,0,11.85,1,1
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,150,24,18.71,0,0,0,5.29,0,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,675,78,22.16,0.03,40.17,0,15.64,3,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2516,289,50.06,2.5,110.21,0.04,126.19,6,0
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,2199,203,58.99,0,92.77,0,51.24,3,3
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,1246,251,54.14,14.97,99.38,5.82,76.68,17,9
LAX,Los Angeles International (LAX),Los Angeles,CA ,33.94528,-118.40136,3496,546,171.05,1.43,145.94,2.4,225.18,40,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1819,422,108.31,6.11,205.31,1.63,100.64,56,8
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,532,184,53.56,1.5,92.79,2.49,33.66,17,2
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1942,439,113.13,19.12,213.82,1,91.94,26,11
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1031,351,105.6,0.92,134.18,0,110.29,48,8
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,65,14,2.67,0,7.4,0,3.93,6,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,341,69,4.63,4.85,57.83,0,1.69,20,3
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,42,11,3.19,0,5.08,0,2.73,0,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,616,159,33.5,3.98,84.27,0,37.25,2,5
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,99,23,4.98,1.4,16.62,0,0,2,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,918,239,47.54,22.96,97.38,0,71.11,28,7
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1014,172,51.41,0,65.57,0,55.02,73,11
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,56,8,2.85,0,4.74,0,0.41,2,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,308,41,6.36,3.89,29.76,0,0.99,18,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,66,10,4.43,0,4.76,0,0.81,2,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,573,102,16.13,2.85,66.14,0,16.89,19,2
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,96,19,4.17,3.43,9.69,0,1.71,7,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1698,267,67.4,8.24,136.1,1.05,54.22,87,7
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,480,136,36.06,2.48,68.69,1.4,27.37,25,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1802,296,59.17,10.87,161.19,0,64.78,66,18
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,828,150,31.94,16.69,58.83,0,42.53,35,4
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1911,554,94.25,10.04,308.22,0.36,141.13,122,2
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,534,202,42.32,1,117.17,0,41.51,29,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,2277,700,100.69,13.4,449.58,0,136.33,68,15
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1403,508,128.54,0,170.08,0,209.38,171,2
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,62,19,6.2,0,10.91,0,1.88,3,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,341,95,19.42,7.91,62.01,0,5.66,21,3
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,101,36,11.72,1,21.59,0,1.7,7,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,668,212,20.85,4.93,148.6,0,37.62,22,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,90,28,3,2.08,22.92,0,0,5,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,924,306,48.55,49,150.11,0,58.34,59,6
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1806,495,101.53,14.67,261.69,0.46,116.65,48,10
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,510,161,39.44,0,91.76,0,29.79,14,3
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,2126,563,129.13,34.94,302.03,0,96.9,79,11
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,991,341,96.03,0,126.71,0,118.26,58,2
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,70,24,4.41,0.2,14.14,0,5.26,0,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,329,74,7.16,7.29,54.44,0,5.11,9,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,113,33,10.71,0,19.16,0,3.13,3,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,635,168,19.01,1.07,126.64,0,21.29,1,3
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,75,27,2.87,5.98,16.8,0,1.35,1,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,887,255,50.64,32.02,113.2,0,59.14,20,4
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1940,540,89.85,6.77,314.91,0.71,127.76,28,13
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,526,167,45.78,2.19,80.2,0,38.83,27,7
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,2132,597,97.07,4.68,378.54,0,116.7,7,33
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1109,361,84.51,1,161.97,0,113.51,71,12
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,93,28,2.47,1.18,14.96,0,9.4,6,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,341,63,11.55,3.79,38.59,0,9.07,39,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,108,18,4.46,0,12.6,0,0.94,4,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,677,186,13.76,0.62,143.66,0,27.96,2,9
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,81,27,6.53,0,16.47,0,4,0,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,922,274,57.75,34.52,102.59,0.85,78.3,11,8
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1837,518,89.43,23.34,224.91,1,179.31,66,4
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,514,198,51.42,7.02,80.19,0,59.38,21,12
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,2008,497,75.58,11.48,306.5,0,103.43,15,12
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1294,393,96.57,0,154.21,0,142.22,76,4
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,90,26,2.28,0,19.4,0,4.31,0,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,330,76,17.95,7.45,42.94,0,7.66,25,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,100,20,8.96,0,9.43,0,1.61,1,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,750,185,22.08,7.9,117.41,0,37.61,12,2
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,78,22,4.17,1,15.1,0,1.73,1,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,927,249,48.12,31.46,88.56,0,80.86,22,2
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1227,425,108.73,0,171.79,0,144.48,106,7
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,94,29,3.69,0.22,19.25,0,5.84,1,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,341,91,5.06,5.18,74.54,0,6.21,19,3
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,89,27,4.74,2.81,14.15,0,5.29,4,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1861,612,103.71,35.95,280.83,1.53,189.98,102,9
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,526,228,49.57,8.26,120,0.13,50.05,29,10
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1943,549,97.28,23.71,337.99,0,90.02,4,19
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,742,258,29.04,12.64,158.84,0,57.48,17,11
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,78,22,0.23,1,20,0,0.77,2,2
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,957,314,64.44,36.15,125.65,0,87.75,36,5
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1949,477,81.83,17.17,237.2,1,139.8,59,20
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,534,156,32.55,7.74,78,0,37.71,28,13
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1972,344,55.54,7.26,212.15,0.69,68.36,20,30
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1412,427,95.89,0,142.86,0,188.25,96,14
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,95,27,5.38,0,19.56,0,2.07,3,3
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,341,70,6.42,8.81,49.93,0,4.84,10,2
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,113,21,5.11,0.63,7.95,0,7.32,7,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,788,185,20.22,10.44,131.05,0,23.29,51,15
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,66,18,0.13,0,17,0,0.88,2,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,949,202,49.35,19.39,68.14,0.15,64.97,55,8
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1866,294,86.2,13.25,104.78,0,89.77,111,2
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,497,94,24.73,1.12,43.7,0,24.44,53,2
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1642,178,46.08,9.14,85.22,0,37.56,62,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1298,344,82.53,0,119.48,0,141.99,24,4
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,90,10,1.14,0,6.55,0,2.31,1,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,330,44,12.08,8.04,19.53,0.11,4.24,27,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,120,15,1.94,0,7.93,0,5.14,0,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,773,105,15.4,1.95,74.46,0,13.19,5,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,899,134,54.33,6,31.65,0,42.03,26,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,2029,384,96.89,5.28,176.3,1.12,104.41,42,7
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,524,116,31.95,0.75,62.63,0.6,20.08,14,2
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1844,334,68.34,6.06,193.82,0,65.78,0,5
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,837,161,24.88,3.82,107.59,0,24.71,3,5
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,936,183,50.47,2.94,82,3.72,43.87,21,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1503,412,84.54,0,174.15,0,153.31,52,3
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,93,16,4.37,0,6.98,0,4.65,2,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,341,52,7.35,10.61,30,1.07,2.97,10,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,116,26,1.8,4.94,12.05,0,7.21,0,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1769,250,68.24,2.76,114.41,0.95,63.64,10,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,510,72,18.57,0,43.02,0.67,9.74,1,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1823,165,52.47,0,78.65,0,33.88,0,1
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,1400,306,77.88,0,105.55,0,122.57,3,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,90,17,2.23,0,10.82,0,3.96,0,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,330,43,4.61,2.45,30.12,1,4.82,2,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,141,17,3.77,1.04,11.09,0,1.09,2,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,770,69,23.47,1,26.49,0,18.03,0,0
LGA,LaGuardia (LGA),New York,NY ,40.77404,-73.87208,910,176,61.72,2,63.31,0,48.96,1,1
MCO,Orlando International (MCO),Orlando,FL ,28.43229,-81.30648,1537,292,96.48,2.76,113.83,1.27,77.66,8,1
MCO,Orlando International (MCO),Orlando,FL ,28.43229,-81.30648,73,16,3.86,0.59,9.88,0,1.68,0,0
MCO,Orlando International (MCO),Orlando,FL ,28.43229,-81.30648,1656,403,124.46,4.59,95.79,0.27,177.88,30,5
MCO,Orlando International (MCO),Orlando,FL ,28.43229,-81.30648,1501,238,83.74,25.03,68.12,0,61.11,16,6
MCO,Orlando International (MCO),Orlando,FL ,28.43229,-81.30648,876,225,45.65,4.23,74.78,0,100.34,9,3
