airport,airport_name,city,state,lat,long,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,93,9,1.65,0,4.41,0,2.94,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,250,35,11.02,1,18.64,0,4.34,0,1
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,306,51,13.36,0.72,13.49,0,23.43,1,2
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,116,17,4.59,1.2,3.38,0,7.82,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,1286,280,91.04,12.17,56.64,0,120.15,1,1
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,2172,490,107.89,19.22,165.43,0.76,196.7,58,7
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,120,11,1,0,10,0,0,0,1
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,887,280,94.8,9.94,60.25,0.71,114.3,24,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,809,142,42.06,4.1,61.74,0,34.1,0,5
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,313,99,21.78,0,34.46,0,42.76,14,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,90,20,5.24,0.09,10.89,0,3.79,0,1
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,167,28,8.69,3.2,11.02,0,5.09,3,2
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,383,84,23.49,6.55,25.47,0,28.5,6,3
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,112,21,5.48,0.32,9.96,0,5.24,3,3
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,1244,315,88.14,21.05,64.09,0.21,141.5,26,3
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,308,64,17.7,0,29.7,0,16.6,27,1
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,93,27,7.44,1,10.19,0,8.37,1,2
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,157,40,13.24,0.45,17.62,0,8.69,6,2
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,2164,582,136.25,43.86,210.19,1.26,190.43,81,8
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,123,17,4.29,0,10.17,0,2.55,0,2
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,916,231,71.1,13.38,54.16,0,92.36,11,3
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,774,157,42.84,10.36,66.9,0,36.91,4,5
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,417,118,26.15,7.58,36.72,0,47.55,8,5
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,114,23,9.22,2.61,10.91,0,0.26,1,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,1282,375,98.29,24.58,96.47,0.43,155.23,13,10
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,2220,469,107.8,23.59,195.31,0,142.3,42,7
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,124,14,2.42,0,9.7,0,1.88,0,2
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,922,207,67.18,7.28,69.54,0.28,62.72,17,4
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,794,110,28.3,3.79,54.05,0,23.86,3,2
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,338,85,22.26,0.18,32.96,0,29.6,15,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,93,18,5.5,0,9.43,0,3.08,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,165,27,10.33,1.84,5.75,0,9.08,2,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,464,86,17.36,6.78,33.9,0,27.96,43,4
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,116,16,4.54,0,7.46,0,4,1,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,1286,293,78.35,20.56,74.14,0,119.94,39,5
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,2040,307,78.21,15.95,106.28,0.74,105.82,115,3
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,120,18,7.76,0,7.99,0,2.25,0,1
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,867,143,55.11,6.52,28.36,0.73,52.28,77,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,700,69,25.95,0.28,28.22,0,14.55,2,2
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,239,34,7.05,0,17.95,0,9,1,1
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,90,15,5.28,0,2.36,0,7.37,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,104,15,5.03,0,4.62,0,5.35,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,448,47,17.4,2.05,16.17,0,11.38,3,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,111,18,8.58,0.61,5.85,0,2.96,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,1240,160,58.52,3.07,26.17,0.09,72.15,38,1
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,2048,272,81.66,6.38,94.99,0.42,88.54,10,3
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,124,9,1.7,0.22,5.3,0,1.77,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,895,122,46.63,0.72,36.18,0.01,38.45,7,1
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,763,83,27.81,2.31,35,0,17.88,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,325,63,18.1,0,21.79,0,23.11,7,1
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,487,46,15.11,3.11,18.14,0,9.65,0,1
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,115,39,14.73,1,6.79,0.65,15.83,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,1286,239,77.86,1.61,51.25,2.9,105.38,3,2
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,93,13,1.92,0,4.25,0,6.83,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,105,11,3.06,0,5.16,0,2.79,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,1919,222,66.48,1.44,79.17,0.9,74.01,5,4
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,118,10,2.96,1.37,1.52,0,4.15,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,871,76,34.58,0,18.91,0.98,21.52,1,1
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,713,41,22.15,0,14.74,0,4.11,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,302,54,12.34,0,19.21,0,22.45,2,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,90,9,3.99,0,1.98,0,3.03,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,82,8,3.65,0,1.05,0,3.3,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,499,58,12.59,0,17.56,0,27.84,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,113,13,4.55,1.18,3.03,0,4.24,0,0
DCA,Ronald Reagan Washington National (DCA),Washington,DC,38.85362,-77.04407,1227,173,59.49,1.35,42.27,0,69.89,1,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,821,170,40.99,2.62,82.45,0.19,43.74,10,2
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,120,28,8.18,1,15.61,0,3.21,3,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,89,22,5.98,0.05,9.38,0,6.59,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,649,168,62.31,11.06,65.28,0,29.35,6,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,1653,508,102,3.22,214.33,0,188.44,38,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,341,89,9.01,1.92,66.58,0,11.49,8,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,3135,708,142.62,24.99,268.49,1,270.9,140,5
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,4664,766,237.93,27.76,279.69,1,219.62,18,5
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,85,20,0.56,0,5.74,0,13.7,3,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5464,1259,276.67,64.11,363.95,1.17,553.1,77,2
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,1370,204,48.12,1.16,74.14,0,80.58,6,2
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,308,48,6.95,0,29.99,0,11.06,3,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,2797,365,78.74,13.69,126.23,0.3,146.04,50,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,4600,554,169.84,16.36,162.02,0,205.78,22,3
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,76,12,0.92,0,1,0,10.08,3,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,748,103,36.31,0.37,35.61,0,30.72,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,108,24,8.24,1.15,9.72,0,4.9,3,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,80,20,6.99,0.63,11.14,0,1.24,4,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,611,69,26.93,3.87,27.59,0,10.6,5,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,4847,760,167.53,33.15,240.19,0.54,318.6,28,4
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,900,176,57.11,3.32,67.97,0.43,47.17,7,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,137,19,5.19,0,9.35,0,4.46,0,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,89,25,9.85,1.12,8.77,0.36,4.9,4,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,879,140,45.78,4.48,44.6,0,45.14,4,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,1589,322,60.39,12.11,120.65,0,128.85,16,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,341,70,9.81,3.76,41.09,0,15.34,5,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,3324,444,108.87,8.38,149.04,0.82,176.9,78,5
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5576,744,205.84,13.29,289.83,0,235.04,31,6
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,87,27,2.76,0.44,2.48,0,21.32,1,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5748,1056,229.56,47.51,280.46,2.4,496.07,115,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,884,155,57.8,3.4,42.76,0,51.05,4,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,141,25,11.93,0.95,7.93,0,4.19,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,85,18,6.81,0,5.86,0,5.33,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,803,138,50.6,19.01,26.08,0,42.31,23,3
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,1638,261,60.16,1.77,90.29,0,108.78,1,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,343,48,11.8,1.23,20.65,0,14.32,6,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,3339,383,91.77,10.42,101.46,0,179.36,34,5
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,4788,447,146.27,12.57,139.44,0,148.71,3,11
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,85,21,2.65,0.28,2.65,0,15.43,1,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5615,947,241.48,24.75,168.04,0.59,512.14,16,4
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,952,203,68.23,3.06,79.8,0,51.91,3,2
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,146,25,6.61,0.99,14.54,0,2.85,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,89,25,16.6,0,3.57,0,4.83,0,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,804,130,55.95,1.84,36.15,0,36.06,1,2
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,1984,453,71.2,2.2,226.79,0,152.81,9,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,420,106,26.22,0.76,49.04,0,29.98,31,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,3570,456,115.78,12.51,158.46,0.69,168.56,13,5
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5262,565,170.12,12.62,217.29,0,164.97,3,17
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,89,29,3.36,1,8.79,0,15.86,2,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5802,1276,337.66,53.77,270.04,1.98,612.55,4,8
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,1046,268,95.47,10.07,72.37,3.34,86.75,16,3
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,177,21,2.89,0,8.06,0.61,9.45,1,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,102,44,20.16,0.21,7.98,0,15.65,1,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,870,114,53.39,3.73,38.37,0,18.51,3,3
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,2006,571,120.46,4.97,240.7,0,204.87,3,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,360,100,13,2.72,42.83,2.37,39.07,10,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,3705,465,102.79,11.83,110.04,0,240.33,11,7
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5529,632,180.17,28.16,178.64,0,245.04,15,4
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,86,27,3.09,0,4.73,0,19.18,1,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,6022,1249,344.68,19.28,190.74,2.01,692.29,20,7
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,2148,508,83.07,7.83,213.34,0,203.76,10,2
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,372,101,8,2.86,74.07,0.21,15.86,8,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,3854,603,125.07,22.25,174.66,0.66,280.35,37,11
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,1077,290,93.06,15.65,73.56,1,106.73,14,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,186,24,11.72,0,6.87,0,5.42,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,119,35,14.89,1.09,5.99,0,13.03,1,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,938,136,51.35,8.77,51.07,0,24.81,0,4
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5688,765,207.92,35.45,217.04,0,304.59,41,34
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,88,32,4.8,0,8.52,0.91,17.78,1,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,6185,1279,320.63,52.29,247.2,1.84,657.04,13,19
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,1048,258,92.53,6.59,82.07,0.64,76.17,7,3
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,180,32,17.36,0,6.27,1.58,6.79,1,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,120,39,17.96,0.73,9.15,0.22,10.94,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,952,131,49.37,8.16,50.58,0,22.9,1,6
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,2024,402,68.98,3.74,165.61,0,163.67,25,3
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,372,99,14.4,0.8,58.03,0,25.76,10,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,4102,694,147.69,12.1,165.15,3,366.06,33,22
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5784,665,173.27,37.03,232.73,1,220.97,70,22
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,89,33,5.1,1.95,7,0,18.94,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,6226,1574,420.67,49.94,363.23,0.82,739.34,74,29
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,914,128,62.43,1.17,35.08,0.81,28.52,18,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,140,23,10.46,0,8.02,0,4.52,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,90,20,7.29,0.07,6.13,0,6.51,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,889,82,43.45,2.78,23.13,0,12.65,3,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,1900,201,48.8,0.46,63.24,0,88.49,16,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,297,45,16.35,0,16.63,0,12.01,9,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,3773,343,91.29,8,100.91,1.46,141.34,13,6
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5150,356,128.22,5.75,110.38,0,111.65,46,2
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,84,19,2.34,0.44,6.4,0,9.82,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5599,728,236.56,13.09,156.8,1,320.55,61,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,930,168,67,1.38,59.16,0.19,40.27,1,2
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,120,19,6.35,0,7.08,0,5.56,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,89,22,8.52,0,7.75,0,5.73,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,953,128,60.86,4.64,43.82,0,18.68,0,4
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5331,498,149.23,13.13,153.69,0,181.96,3,19
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,89,20,3.1,0.73,2.88,0,13.29,1,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5806,808,251.88,5.03,184.76,3.21,363.12,3,5
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,1690,243,69.54,1.28,65.24,0,106.94,8,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,287,36,8.21,1.67,15.92,0,10.2,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,3880,519,118.55,18.23,162.49,0.4,219.34,40,18
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,814,84,39.14,0.67,20.24,0.67,23.29,1,1
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,116,16,4.65,1.21,4.99,0,5.16,1,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,84,7,3.92,0,1.83,0,1.25,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,868,55,23.7,0.37,19.55,1,10.38,0,2
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,1627,124,33.67,1.12,29.43,0,59.78,2,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,243,23,7.24,0,9.83,0,5.93,0,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,3550,326,96.76,19.85,80.45,0.79,128.16,15,3
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,4727,301,95.87,2.53,87.37,0,115.22,2,2
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,86,9,1.82,0.25,0.43,0,6.5,2,0
DEN,Denver International (DEN),Denver,CO ,39.85609,-104.67373,5511,519,190.54,3.21,76.15,4.65,244.45,9,4
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,11398,1970,533.44,67.8,625.26,7.24,736.26,143,45
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,124,21,5.82,2.32,9.65,0,3.21,1,1
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,51,12,5.89,0,4.25,0,1.87,1,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,429,56,26.85,9.74,9.88,0,9.53,2,1
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,1928,463,131.19,0,90.79,0,241.03,94,4
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,33,13,3.85,0,3.74,0,5.4,1,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,549,117,16,0,81.34,0,19.65,13,2
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,334,94,25.69,2.34,20.97,0.14,44.85,12,1
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,478,69,33.12,3,13.47,0,19.41,1,1
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,1553,199,60.66,0,41.37,0,96.97,3,2
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,28,4,1.69,0,0.11,0,2.2,0,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,492,60,14.11,0.11,23.99,0.05,21.73,5,1
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,283,48,14.17,1.92,9.59,0,22.31,6,1
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,459,61,19.11,1.27,12.98,0,27.64,3,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,10383,1083,324.68,17.61,318.97,0.93,420.8,59,5
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,112,13,5.79,1.38,5.05,0,0.77,4,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,48,10,4.65,0.19,4.78,0,0.38,3,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,393,16,5.37,1.39,2,0,7.24,0,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,11722,1608,468.89,31.93,444.55,1.83,660.8,81,26
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,124,17,9.61,0,5.4,0,1.99,0,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,54,9,4.26,0,4.55,0,0.18,2,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,406,39,20.54,1.24,9.41,0,7.81,0,1
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,1798,388,108.71,0,67.51,0,211.78,15,4
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,37,12,2,0,2.35,0,7.65,0,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,545,122,23.38,1.34,58.67,0.06,38.55,9,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,394,71,24.89,2.62,16.08,0,27.41,6,4
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,413,58,18.86,0.91,9.96,0,28.26,2,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,11205,2109,474.42,66.17,827.2,2.53,738.69,173,40
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,120,14,4.05,0.38,7.96,0,1.61,0,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,50,7,1.35,0.21,4.08,0,1.36,0,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,402,86,21.13,16.37,32.39,0,16.1,24,1
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,1101,313,86.49,0,50.15,0,176.37,31,5
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,40,10,1.19,0,6.16,0,2.65,0,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,563,125,30.3,0.82,61.33,0,32.55,16,2
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,382,80,20.9,3,28.47,0,27.63,3,4
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,343,64,12.01,1.64,34.8,0,15.55,0,4
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,11907,1752,498.86,41.25,497.74,2.53,711.62,93,15
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,124,5,0.89,0,1.11,0,3,0,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,57,9,1.65,0,6.37,0,0.98,1,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,457,66,28.04,1.79,18.55,0,17.62,0,2
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,1110,277,78.06,0,49.81,0,149.13,26,4
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,62,14,2.79,0.88,9.32,0,1,0,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,820,196,35.57,4.48,97.96,2.94,55.04,42,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,403,70,17.59,0,23.64,0,28.77,2,1
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,526,81,25.32,2.31,24.91,0,28.46,1,0
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,11944,3029,651.17,127.36,997.44,3.17,1249.86,247,76
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,144,20,6.53,0,10.67,1,1.8,0,1
DFW, Dallas/Fort Worth International (DFW),Fort Worth,TX,32.898,-97.04002,56,21,6.16,0.86,7.65,0,6.33,1,1
